year,make,model,miles,trim,sold_price
2019,Chevrolet,Trax,30411,LT,19990
2020,Volkswagen,Atlas Cross Sport,12340,SE 4Motion w/Technology,36990
2009,Lexus,IS,57830,IS 250 Sport,19590
2016,Jeep,Compass,96931,High Altitude Edition,16990
2020,Buick,Encore,59402,Essence,19493
2009,INFINITI,G,100024,G37,16590
2015,Toyota,Tacoma Double Cab,27997,PreRunner 5 ft,29990
2020,Nissan,Rogue Sport,54641,S,19949
2019,Hyundai,Ioniq Plug-in Hybrid,37480,Limited,26990
2021,Chevrolet,Trailblazer,21943,LT,28990
2019,Nissan,Rogue Sport,42286,SL,26100
2021,Ford,Explorer,53276,Limited,37990
2019,Nissan,Sentra,23274,S,20590
2017,Ford,F150 SuperCrew Cab,94914,XL 5 1/2 ft,27990
2013,Ford,Mustang,67710,V6 Premium,17990
2014,Ford,Mustang,12452,V6 Premium,27990
2015,Ford,Escape,75014,SE,16990
2012,Nissan,Xterra,81216,S,17990
2021,Nissan,Rogue,11864,SV,32990
2018,Subaru,Outback,44818,2.5i Limited,28990
2010,Lexus,HS,102051,HS 250h,15990
2011,Buick,Lucerne,47977,CXL,15990
2017,Mercedes-Benz,Mercedes-AMG C-Class,17850,C 43 AMG,52990
2015,Honda,Odyssey,104469,EX-L,22590
2014,BMW,5 Series,53844,550i xDrive,30990
2017,Honda,CR-V,33066,EX,27990
2012,Toyota,Prius,45135,Two,22590
2017,Jeep,Cherokee,58755,Latitude,21990
2019,Buick,Encore,56697,Preferred,19990
2019,Dodge,Grand Caravan Passenger,84903,GT,19149
2014,MAZDA,MAZDA3,99325,i Sport,14990
2015,Chevrolet,Impala,98891,LTZ,19590
2013,INFINITI,G,91360,G37x,17590
2016,Hyundai,Accent,34673,SE,15990
2020,Chevrolet,Spark,55092,1LT,16590
2020,Hyundai,Santa Fe,29559,SE,27590
2017,INFINITI,Q50,53833,3.0t Signature Edition,26590
2018,Buick,Envision,50560,Essence,24590
2014,Chrysler,300,92542,300S,18990
2021,Volkswagen,Atlas,18601,SE w/Tech Pkg,37990
2015,MAZDA,CX-5,78883,Touring,18990
2013,Volkswagen,Jetta,89588,2.5L SE,13990
2016,GMC,Terrain,53633,SLE-2,20990
2018,Nissan,Kicks,36404,S,20590
2017,Hyundai,Elantra,50717,SE,16990
2014,BMW,4 Series,46269,435i,29990
2020,INFINITI,QX60,61295,PURE,25945
2013,Hyundai,Elantra,42722,GLS,16590
2012,Chevrolet,Silverado 1500 Regular Cab,55305,Work Truck 8 ft,19990
2016,MINI,Convertible,43512,Cooper,24590
2015,GMC,Terrain,99366,SLE-1,16990
2022,Kia,Carnival,2860,EX,47990
2013,MINI,Clubman,74217,Cooper S,15990
2010,Chevrolet,Camaro,51693,SS,27990
2020,Toyota,RAV4,12939,LE,30990
2019,Cadillac,XT4,52420,Luxury,29990
2015,Jeep,Compass,85611,Latitude,15990
2015,Jeep,Grand Cherokee,30480,Altitude,29990
2013,Hyundai,Elantra,71126,GLS,14990
2013,Chrysler,300,4956,300,23590
2018,Chevrolet,Equinox,56088,LS,19303
2017,Mercedes-Benz,GLA,38287,GLA 250,29990
2014,Acura,ILX,66981,2.4L,19990
2019,Dodge,Durango,42898,GT Plus,36590
2013,Chevrolet,Equinox,71222,LT,16590
2020,Honda,Civic,8622,LX,26990
2019,Nissan,Rogue Sport,36413,S,22590
2022,Toyota,4Runner,7796,TRD Sport,51590
2021,Porsche,Cayenne,8817,base,84590
2012,Ford,Fusion,98633,SEL,13990
2019,Jeep,Grand Cherokee,73415,Laredo,24990
2015,BMW,M3,46803,base,48990
2019,Subaru,Impreza,32512,2.0i,23590
2018,BMW,X1,29788,sDrive28i,30590
2019,Mercedes-Benz,C-Class,25825,C 300 4MATIC,36590
2013,Lincoln,MKS,56042,EcoBoost,19990
2017,Nissan,Rogue,56259,S,19990
2016,Kia,Soul,86085,+,15990
2016,Dodge,Durango,90848,Limited,23990
2013,Jeep,Wrangler,62689,Unlimited Sport,29590
2015,Ford,Focus,29211,SE,16990
2019,Nissan,Altima,28037,2.5 SV,25590
2011,Ford,Fiesta,98499,S,9990
2014,Dodge,Durango,78691,SXT,22990
2020,Ford,Edge,57545,SEL,23990
2013,Ford,Edge,85558,SE,15990
2013,Hyundai,Elantra,74971,Limited,14990
2014,Dodge,Challenger,7384,SXT,25990
2019,BMW,3 Series,33808,330i xDrive,38990
2013,Volkswagen,Jetta,93267,2.5L SEL,15590
2015,Subaru,Forester,64590,2.5i,18990
2020,INFINITI,QX60,22644,SIGNATURE EDITION,39990
2014,Ford,F150 Regular Cab,64191,STX 6 1/2 ft,21990
2017,Nissan,Armada,55605,Platinum,37990
2013,Nissan,Altima,103118,2.5 SV,14990
2016,Ford,Focus,73426,SE,15590
2019,INFINITI,Q50,31348,3.0t SPORT,34990
2013,Lexus,GS,69687,GS 350,24990
2015,Kia,Soul,82558,base,13990
2015,Volvo,S60,69519,T5 Premier (2015.5),18990
2016,Toyota,Highlander,75119,LE Plus,25590
2019,Ford,Mustang,33912,GT,37590
2020,Lincoln,Corsair,7495,base,39590
2018,FIAT,500,12048,Lounge,21990
2015,Chevrolet,Corvette,3912,Stingray,54990
2018,Chrysler,300,67221,300S,25990
2017,Jaguar,XE,32554,XE 25t,27590
2019,Dodge,Grand Caravan Passenger,78997,GT,18003
2018,Dodge,Challenger,28696,SXT,28590
2015,MINI,Countryman,32417,Cooper S,22990
2020,Ford,Fusion,18282,SE,24590
2018,Nissan,Altima,53475,2.5 SR,19677
2016,Honda,HR-V,59361,LX,20990
2015,Volvo,XC60,96690,T5 Platinum (2015.5),19590
2015,BMW,3 Series,37293,328i xDrive,24990
2017,Chevrolet,Volt,56520,LT,24990
2010,Toyota,Camry,45020,XLE,18990
2019,Chevrolet,Equinox,51274,LT,20775
2013,GMC,Terrain,65182,SLT-2,18590
2013,INFINITI,G,74586,G37 Journey,20590
2019,INFINITI,Q50,28240,3.0t LUXE,31990
2020,MAZDA,MAZDA3,39022,Select,24590
2009,Jeep,Wrangler,67230,Unlimited X,22990
2016,Subaru,Forester,30313,2.5i Limited,25990
2016,Toyota,4Runner,63580,SR5 Premium,35990
2017,Subaru,Outback,55791,2.5i Premium,24990
2019,Ford,Fusion,17478,SE Hybrid,25990
2016,Nissan,370Z,7180,NISMO Tech,39990
2009,Toyota,Prius,89670,Touring,15990
2021,Hyundai,Tucson,2203,SE,33990
2009,Honda,Fit,77450,Sport,14590
2014,Audi,A5,59964,Premium Plus,23990
2013,BMW,3 Series,46260,328i,19990
2014,Audi,A6,103982,2.0T Premium Plus,19590
2018,Subaru,Forester,93135,2.5i,19990
2018,Jeep,Compass,47344,Latitude,21865
2021,Subaru,WRX,10762,WRX,32590
2015,GMC,Acadia,102863,SLT-1,19990
2014,Honda,Accord,21083,LX,21990
2018,Honda,Clarity Plug-in Hybrid,47746,base,27590
2019,MAZDA,MAZDA3,45393,Preferred,23990
2015,Nissan,LEAF,34959,S,17590
2015,Hyundai,Elantra,89674,SE,14990
2020,Toyota,RAV4 Hybrid,35138,XLE,37400
2015,Jeep,Renegade,60844,Latitude,18590
2013,Ram,1500 Crew Cab,74219,Express 5 1/2 ft,23990
2012,Honda,Civic,41711,LX,17590
2018,Mercedes-Benz,GLE,52840,GLE 350,33990
2017,Acura,TLX,53731,3.5 w/Technology Pkg,27990
2020,INFINITI,QX60,20342,LUXE,39990
2015,Toyota,RAV4,74115,LE,19990
2012,Jeep,Wrangler,94947,Sport,22990
2015,Honda,Odyssey,38247,EX,27590
2016,Volkswagen,Touareg,91582,TDI Lux,29590
2019,Honda,Insight,39378,LX,26590
2015,GMC,Sierra 1500 Regular Cab,49646,8 ft,25990
2018,INFINITI,Q60,61978,3.0t Luxe,33990
2015,Kia,Soul,91963,!,16990
2013,Chevrolet,Tahoe,83656,LS,23990
2018,Jeep,Cherokee,89861,Latitude,17990
2009,Volkswagen,New Beetle,82912,base,12590
2021,Jeep,Cherokee,14681,80th Anniversary Edition,35590
2013,Nissan,Maxima,61025,SV,18590
2020,Kia,Telluride,41041,EX,42590
2017,Cadillac,CTS,61972,3.6 Luxury,28990
2013,Toyota,Corolla,59656,S,17990
2011,Subaru,Outback,90641,2.5i Premium,15990
2021,Kia,K5,5280,GT-Line,33590
2010,Chevrolet,Express 2500 Passenger,84386,LS,16990
2019,GMC,Yukon XL,73492,Denali,52719
2016,Subaru,Crosstrek,72056,2.0i Limited,23590
2020,GMC,Canyon Crew Cab,8578,Denali 6 ft,44590
2016,BMW,X1,66937,xDrive28i,23990
2022,Mitsubishi,Eclipse Cross,6316,SE,30990
2015,Dodge,Journey,96176,AVP,15590
2015,Jeep,Cherokee,55687,Latitude,20990
2016,Subaru,Impreza,47560,2.0i Sport Limited,22990
2011,Cadillac,SRX,70999,base,17990
2015,Volkswagen,Jetta,56871,2.0L TDI SE,17990
2017,BMW,i3,24824,base,25590
2019,Dodge,Journey,72343,SE,20590
2019,Acura,TLX,33582,3.5 w/Technology Pkg & A-SPEC Pkg,36990
2021,Ford,Bronco Sport,6430,base,32990
2018,Volkswagen,Tiguan,78391,2.0T SE,22590
2011,Honda,Civic,101220,EX,14990
2015,Lexus,ES,83732,ES 350 Crafted Line,23990
2013,Honda,Accord,52427,LX,18590
2017,Chrysler,Pacifica,60041,Touring-L,25990
2018,Ford,Fusion,41477,SE,20590
2012,Scion,iQ,69995,base,14590
2011,Lexus,IS,87483,IS 250,18590
2017,Hyundai,Sonata Hybrid,52736,Limited,23990
2013,Ford,Flex,56794,SEL,18990
2016,Jeep,Renegade,62774,75th Anniversary,20990
2010,Chevrolet,Equinox,81390,LT,12990
2018,Nissan,Maxima,30175,SL,29590
2010,Volkswagen,Tiguan,64278,SE,14990
2012,Porsche,Panamera,71968,S,35990
2011,Acura,MDX,86986,base,18990
2014,Honda,CR-V,102887,LX,16990
2017,Audi,Q3,62364,Premium,24990
2017,Chevrolet,Equinox,56083,LS,19990
2013,Toyota,Sienna,83479,Limited,26990
2021,Nissan,Rogue,16528,Platinum,39990
2017,Jeep,Wrangler Unlimited,71655,Sport S,29590
2014,Ford,Focus,82980,SE,13990
2017,Ford,Explorer,40881,XLT,29990
2016,MAZDA,CX-5,77910,Sport,18990
2016,Subaru,Legacy,67087,2.5i Limited,21590
2020,Ford,EcoSport,51531,Titanium,21500
2015,MINI,Hardtop 2 Door,83466,Cooper,15990
2017,MINI,Hardtop 2 Door,68516,Cooper S,20590
2015,GMC,Terrain,81497,SLT-2,19590
2018,Ford,Escape,25969,SEL,25990
2016,Dodge,Durango,74301,Limited,26590
2016,Toyota,Corolla,73809,LE,17590
2018,Mitsubishi,Mirage,60221,ES,13990
2015,Jeep,Grand Cherokee,70817,Limited,24590
2016,Chevrolet,Malibu,78539,LT,16990
2021,Mitsubishi,Mirage,18117,ES,19590
2012,Toyota,Camry,81765,LE,14990
2019,Mitsubishi,Outlander Sport,30780,ES,21590
2016,Chevrolet,Malibu,67535,LT,17990
2015,Toyota,Camry,67032,SE,19990
2020,Kia,Optima,55565,S,24646
2020,Chrysler,Pacifica,57206,Limited,34590
2015,BMW,X5,60788,xDrive35i,29990
2016,Chevrolet,Silverado 1500 Crew Cab,91636,LTZ 5 3/4 ft,34990
2016,MINI,Countryman,68826,Cooper S,20590
2017,Jeep,Renegade,59065,Trailhawk,22990
2019,MAZDA,MAZDA3,26408,Preferred,24990
2010,Dodge,Challenger,49870,SRT8,30590
2013,Honda,Accord,66167,Sport,18990
2015,GMC,Acadia,76439,SLE-2,19990
2016,Ford,Edge,103365,SE,15990
2014,BMW,i3,54145,Range Extender,20590
2022,Toyota,Tacoma Double Cab,2174,TRD Sport 5 ft,47990
2018,Ford,Focus,95189,SE,14590
2013,Mercedes-Benz,C-Class,53043,C 250 Sport,20590
2020,Ford,Fusion,17241,SE,24590
2015,Ram,1500 Crew Cab,61012,Big Horn 5 1/2 ft,29990
2011,Jeep,Liberty,59286,Sport,16990
2013,Hyundai,Elantra,96100,GLS,14990
2013,Audi,A7,101594,Prestige,24590
2010,Pontiac,Vibe,75656,Sport,12990
2013,Honda,Fit,78822,Sport,14990
2014,Honda,Accord,79120,EX,18990
2012,FIAT,500,20874,500C Pop,14990
2010,Toyota,4Runner,101842,Limited,22990
2020,MAZDA,CX-3,50749,Sport,24393
2019,Toyota,Tacoma Double Cab,18006,SR 5 ft,31990
2016,BMW,i3,46960,Range Extender,24990
2014,Mitsubishi,Lancer,102127,GT,13990
2014,BMW,3 Series,52173,320i xDrive,20990
2018,Toyota,Yaris iA,38506,base,19990
2020,Ford,Mustang,49755,GT Premium,35593
2017,Toyota,Yaris,82461,L Hatchback,16590
2018,Volvo,XC60,47595,T6 Momentum,33671
2016,Hyundai,Santa Fe Sport,84382,base,17990
2017,Chevrolet,Malibu,49588,LS,19590
2019,INFINITI,Q50,36136,3.0t LUXE,32590
2011,Nissan,Rogue,80945,SV,15990
2015,Hyundai,Sonata,91645,Limited 2.0T,18590
2016,Mitsubishi,Outlander Sport,60432,ES,16990
2014,Chevrolet,Captiva Sport,77870,LS,14990
2019,Nissan,Rogue,34971,SL,25990
2019,Honda,Ridgeline,27035,RTL-E 5 ft,38990
2018,Jeep,Wrangler,23764,All New Rubicon,45590
2014,Chevrolet,Cruze,86008,2LT,14590
2012,Cadillac,CTS,77182,3.6,17990
2016,Ford,F150 Super Cab,25779,XL 6 1/2 ft,34990
2012,Honda,Civic,69488,EX,15990
2018,Honda,Clarity Plug-in Hybrid,41216,Touring,29990
2017,Chevrolet,Silverado 1500 Double Cab,28844,LT 6 1/2 ft,33990
2017,Subaru,Impreza,66985,2.0i Sport,21990
2016,Chevrolet,Trax,41416,LS,18990
2016,BMW,X1,22871,xDrive28i,30990
2016,Nissan,370Z,14537,NISMO Tech,39590
2021,Toyota,Prius,23020,20th Anniversary Edition,31990
2014,Jeep,Wrangler,35494,Unlimited Sahara,34590
2019,Land Rover,Range Rover Velar,29778,R-Dynamic HSE,63990
2019,Honda,Civic,11341,Sport,25990
2010,Acura,RDX,84803,base,16990
2013,BMW,3 Series,77099,328i xDrive,17990
2020,Dodge,Charger,4628,Scat Pack Widebody,56990
2012,Nissan,Altima,79243,2.5 S,13990
2015,Volkswagen,Beetle,50184,1.8T Classic,24590
2017,MAZDA,MAZDA3,70130,Sport,18990
2021,Subaru,Crosstrek,25917,base,29590
2012,Jeep,Wrangler,34450,Unlimited Sport,32990
2013,Subaru,Legacy,34003,2.5i Premium,18590
2018,Nissan,Rogue,53041,SV,21978
2022,Hyundai,Tucson,2525,N Line,37590
2018,Chevrolet,Trax,23601,LT,19990
2017,Honda,Civic,75300,LX,19590
2017,Jeep,Compass,77679,Latitude,17590
2019,Nissan,Altima,69752,2.5 S,20990
2014,Porsche,Cayenne,55038,Platinum Edition,35990
2022,Chevrolet,Silverado 1500 Limited Regular Cab,2784,Work Truck 8 ft,36990
2018,Buick,Regal Sportback,67920,Essence,23990
2013,Mercedes-Benz,C-Class,63443,C 300 4MATIC Sport,20990
2019,Dodge,Grand Caravan Passenger,73387,GT,18768
2021,Nissan,Altima,16571,2.5 SV,27990
2010,Ford,Ranger Super Cab,45072,XLT 6 ft,20990
2012,Ford,Fusion,96373,SE,13590
2018,BMW,X6,42427,sDrive35i,47998
2020,Toyota,Tundra CrewMax,26772,TRD Pro 5 1/2 ft,55990
2020,Honda,Accord,27745,Sport,30990
2013,Ford,Edge,103118,SEL,15990
2017,Nissan,Altima,103315,2.5 S,15990
2016,Buick,Encore,98855,base,15990
2012,INFINITI,FX,64850,FX35,20990
2017,INFINITI,QX60,67112,3.5,27990
2019,Mitsubishi,Outlander,29176,SE,23990
2016,Volvo,V60,48818,T5 Premier,24990
2020,Jeep,Wrangler,15862,Rubicon,45990
2014,Toyota,Tacoma Double Cab,61989,6 ft,30990
2015,FIAT,500L,84838,Lounge,14990
2014,Hyundai,Elantra,93693,GT,14990
2021,MAZDA,MAZDA3,12419,2.5 Turbo,32990
2015,Jeep,Wrangler,40783,Willys Wheeler,28990
2017,Chevrolet,Equinox,74195,LT,18990
2011,Chevrolet,Camaro,72756,SS,24990
2015,Toyota,Camry,40865,SE,21990
2015,Jeep,Wrangler,87328,Unlimited Sahara,31990
2017,Volkswagen,Golf SportWagen,20191,TSI S 4Motion,23590
2017,Nissan,Pathfinder,41641,S,23990
2020,GMC,Terrain,24551,SLT,29750
2017,Nissan,Frontier Crew Cab,34904,SV 5 ft,28990
2022,Honda,Civic,11096,Sport,31990
2020,Nissan,Rogue,51666,SV,21530
2018,Chevrolet,Camaro,71991,LT,25590
2012,Mercedes-Benz,SLK-Class,68564,SLK 250,24590
2019,Jeep,Grand Cherokee,12737,SRT,74794
2013,Chevrolet,Spark,85752,LT,12590
2015,Dodge,Journey,89794,AVP,14990
2020,GMC,Yukon,68747,SLT,40987
2013,Chevrolet,Corvette,56514,Grand Sport,39990
2020,Nissan,Altima,56602,2.5 SR,23097
2017,Nissan,Sentra,42391,S,16590
2017,Jeep,Compass,94680,Latitude,16590
2017,Subaru,Forester,18995,2.5i Limited,27999
2018,Toyota,4Runner,42549,SR5 Premium,38990
2017,Hyundai,Santa Fe Sport,58934,base,20990
2012,Honda,Civic,75040,LX,14990
2018,Ford,Fiesta,8157,SE,18990
2020,Chevrolet,Malibu,44038,LT,21823
2016,BMW,3 Series,56110,328i,22590
2018,INFINITI,QX30,52198,Luxury,25590
2016,Toyota,Camry,78351,LE,18590
2019,Chevrolet,Corvette,3847,Stingray,58990
2013,Nissan,LEAF,81208,S,13990
2016,MAZDA,MAZDA3,51484,i Touring,19990
2021,Kia,Seltos,26410,S 2.0,26990
2015,Volkswagen,Passat,82067,1.8T S,14990
2015,MAZDA,MAZDA6,29004,i Touring,22990
2013,Lexus,RX,86677,RX 350,22990
2018,Volkswagen,Atlas,35900,SEL 4Motion,31990
2015,Ford,Explorer,94336,Sport,25590
2017,Nissan,Versa,72691,SV,14990
2011,Toyota,Tacoma Double Cab,56419,5 ft,25990
2017,Chevrolet,Traverse,65816,LT,23590
2012,Jeep,Wrangler,95526,Sport,22990
2020,Hyundai,Tucson,16725,Value,27590
2017,Land Rover,Discovery Sport,46780,HSE,31590
2012,MINI,Countryman,93108,Cooper S,14990
2017,Kia,Forte,71255,LX,15990
2018,Kia,Optima,23254,LX,20990
2017,Ford,Focus,66426,SEL,16590
2014,Jeep,Patriot,99811,Latitude,15590
2020,Kia,Sportage,48189,LX,23990
2009,Dodge,Challenger,88588,R/T,19990
2014,Chevrolet,Impala,67316,LT,19590
2017,Chrysler,Pacifica,61362,Touring-L,25990
2018,Maserati,Levante,23505,S,56990
2017,Ford,Focus,66279,SE,14990
2015,BMW,4 Series,20127,428i,28990
2019,Subaru,Forester,7746,Limited,33990
2017,Honda,CR-V,50115,LX,24990
2013,Scion,tC,90521,Hatchback,14990
2013,Toyota,Venza,86767,Limited,20990
2011,BMW,M3,61293,base,38990
2017,Jeep,Wrangler,45028,Sport,29990
2018,MINI,Countryman,19620,Cooper S,31990
2012,GMC,Sierra 1500 Crew Cab,72159,SLE 5 3/4 ft,26990
2020,Cadillac,XT5,59025,Premium Luxury,30800
2019,Honda,HR-V,32597,EX,26990
2014,Chevrolet,Camaro,63193,LT,23990
2017,Jeep,Wrangler Unlimited,67406,Sahara,33590
2014,Ford,Fusion,72814,SE,15990
2015,Porsche,Macan,70087,S,36990
2012,BMW,6 Series,52616,640i,31590
2010,Toyota,Prius,47303,III,18990
2013,BMW,5 Series,68498,528i,19590
2018,Ford,Edge,84918,SE,18990
2015,Scion,tC,58562,Hatchback,19990
2018,Ford,Flex,19818,SEL,29990
2016,Honda,Odyssey,59132,Touring Elite,32590
2016,Toyota,Corolla,14991,L,20990
2019,Nissan,Titan Crew Cab,24006,Platinum Reserve 5 1/2 ft,46703
2016,Kia,Soul,83218,base,13990
2012,Volkswagen,Passat,82743,TDI SE,14990
2019,GMC,Terrain,67656,SLE,24590
2019,Ford,Fusion,21423,S,23590
2011,Chevrolet,Avalanche,83007,LT Pickup 5 1/4 ft,23990
2011,Volkswagen,Tiguan,98425,SE,13990
2012,Hyundai,Sonata,76662,SE,15590
2020,Chevrolet,Spark,52277,1LT,14555
2017,INFINITI,Q50,47914,3.0t Premium,26990
2018,Mitsubishi,Outlander,100133,SE,17990
2016,Chevrolet,Camaro,53123,SS,33990
2016,Honda,Civic,72877,EX-T,21990
2017,Cadillac,ATS,46415,base,24990
2019,Ford,Fusion Energi,25816,Plug-In Hybrid Titanium,28990
2016,Kia,Sorento,22815,LX,22990
2022,Kia,K5,3472,GT-Line,35990
2017,Volkswagen,Golf Alltrack,54684,TSI S,23990
2015,Hyundai,Santa Fe,98687,GLS,17990
2016,BMW,2 Series,54988,228i xDrive,24590
2021,Buick,Enclave,23208,Essence,38990
2020,Volkswagen,Tiguan,17582,SE,27990
2011,Toyota,Camry,36806,LE,16990
2016,Subaru,Crosstrek,98491,2.0i Premium,19990
2019,Lexus,RX,20079,RX 350,41990
2016,Hyundai,Elantra,48904,SE,15590
2022,Volkswagen,Tiguan,7063,SE R-Line Black,38590
2012,Honda,Accord,104844,LX,15590
2013,Honda,Accord,80532,LX,16990
2015,Jeep,Wrangler,31314,Sport,29990
2021,Mitsubishi,Mirage,2229,ES,19990
2015,Ram,1500 Crew Cab,53670,Big Horn 5 1/2 ft,32590
2016,Chrysler,Town & Country,63507,LX,20990
2013,Honda,Accord,59929,LX,18590
2016,MAZDA,MAZDA6,81210,i Grand Touring,20590
2020,Honda,CR-V,15307,Touring,35990
2010,Honda,CR-V,39557,EX-L,19990
2019,Ford,Fusion,53180,SE,23990
2019,Dodge,Grand Caravan Passenger,74120,SXT,20590
2021,Nissan,Kicks,40798,SV,21518
2021,Tesla,Model Y,22072,Long Range,66990
2016,Honda,Odyssey,81034,EX-L,26990
2020,Ford,Ranger SuperCrew,17365,XLT 5 ft,38990
2020,Chevrolet,Sonic,48689,Premier,17900
2015,Nissan,Altima,74639,2.5 SV,15990
2012,Honda,Accord,59381,LX,16990
2013,Hyundai,Veloster,102252,RE:MIX,13990
2016,Dodge,Charger,89530,SXT,22590
2019,Ford,Escape,29392,Titanium,29777
2013,FIAT,500,82826,Pop,11990
2011,Honda,Accord,32835,LX,17590
2017,Ford,Focus,52219,SE,15990
2020,Ford,Mustang,49969,GT Premium,36655
2014,Chevrolet,Sonic,75951,LT,13590
2012,BMW,3 Series,49879,328i,19990
2013,Nissan,Rogue,101199,S,14590
2015,Volkswagen,Tiguan,62260,2.0T SE 4Motion,18590
2018,FIAT,500L,31479,Trekking,19990
2013,Volkswagen,GTI,68948,Driver's Edition Hatchback,19590
2015,Chevrolet,Colorado Crew Cab,90474,LT 5 ft,27990
2019,Dodge,Grand Caravan Passenger,70525,GT,19307
2020,Ford,Fusion,45553,SE,22500
2013,Cadillac,SRX,78549,base,16990
2021,Toyota,Highlander Hybrid,27683,Limited,50990
2013,Volkswagen,Passat,54372,2.5L SE,16590
2014,INFINITI,Q50,56826,3.7 Premium,24990
2018,Honda,Civic,31193,EX-L,26990
2020,Tesla,Model 3,8579,Standard Range Plus,55590
2018,Ford,EcoSport,37601,SE,19990
2016,MINI,Hardtop 2 Door,37630,Cooper,19990
2020,Chevrolet,Traverse,59622,LT,32471
2016,Cadillac,Escalade ESV,69251,Luxury,47990
2017,MAZDA,MX-5 Miata,9826,Club,28990
2020,Chevrolet,Malibu,13099,LS,25590
2016,Ford,Fusion,63966,Titanium,19590
2022,Ford,Maverick,3836,XLT SuperCrew 4 1/2 ft,40590
2019,MAZDA,CX-5,21654,Grand Touring,29590
2020,Nissan,Pathfinder,56894,SV,23490
2016,BMW,5 Series,39422,535i,31990
2010,MAZDA,MAZDA3,60232,i Touring,14590
2019,Hyundai,Ioniq Plug-in Hybrid,25382,base,27990
2013,Honda,Fit,69680,Sport,14590
2014,Mercedes-Benz,E-Class,29043,E 350,34590
2020,Jeep,Compass,6786,Limited,29990
2014,Toyota,Corolla,104343,LE,15590
2014,Jeep,Wrangler,91768,Unlimited Polar Edition,30990
2020,Toyota,Sienna,15478,LE,39990
2016,Kia,Sorento,61700,LX,20990
2014,Dodge,Charger,51638,R/T,24990
2017,BMW,X3,45597,sDrive28i,28990
2021,Nissan,Altima,21430,VC-T SR,34990
2020,GMC,Terrain,45218,SLT,27150
2016,Chevrolet,Cruze,84534,LS,14990
2018,Land Rover,Discovery Sport,21109,SE,32590
2020,Hyundai,Elantra,51406,SEL,20590
2016,Honda,Fit,30194,EX,20590
2014,Lexus,RX,104597,RX 350,22590
2018,Land Rover,Range Rover Velar,59326,S,43990
2018,MAZDA,MAZDA3,22452,Touring,23990
2016,Toyota,Camry,68645,SE,19990
2016,Ford,C-MAX Energi,44380,SEL,20990
2019,Chevrolet,Equinox,52463,LT,22256
2013,Scion,xB,40665,base,17590
2018,Mercedes-Benz,GLA,31458,GLA 250,31990
2017,Ford,Fiesta,68932,S,13590
2016,Ford,Focus,84560,SE,13990
2012,Volkswagen,Tiguan,91406,2.0T SE 4Motion,15590
2019,Nissan,Rogue Sport,40720,SV,22600
2016,Ford,Fiesta,51060,SE,15990
2016,Ford,Transit 250 Van,45805,Low Roof w/60/40 Side Door w/RWB,36990
2014,Acura,ILX,91000,2.0L,16990
2011,Jeep,Wrangler,60020,Sport,23990
2017,Nissan,Pathfinder,54575,Platinum,29990
2015,Kia,Soul,34165,base,16990
2019,Hyundai,Tucson,25238,Sport,26990
2019,Jeep,Wrangler,14041,Sport S,38990
2016,Chevrolet,Cruze Limited,98079,2LT,14990
2016,Honda,Accord,44501,LX,21990
2016,Hyundai,Elantra,85958,SE,14990
2019,Subaru,Crosstrek,33223,2.0i,26990
2013,BMW,3 Series,78699,335i,23990
2018,Nissan,Rogue Sport,63780,SL,24990
2020,Hyundai,Tucson,45507,SE,23990
2014,Jeep,Compass,78083,Sport,16990
2017,Subaru,Impreza,78545,2.0i Premium,19990
2017,Volkswagen,Tiguan,74838,2.0T Wolfsburg Edition,20590
2020,Chevrolet,Malibu,55390,LT,21222
2015,Mercedes-Benz,SL-Class,41305,SL 400,44998
2019,Toyota,Camry,28283,LE,25590
2018,MAZDA,CX-5,63578,Touring,24990
2013,Honda,Odyssey,86661,LX,17990
2018,Chevrolet,Volt,69472,LT,27590
2016,Ford,Focus,99422,SE,14590
2013,Volvo,S60,43072,T5 Premier,18990
2016,Chevrolet,Impala Limited,55716,LT,15590
2019,Volkswagen,Jetta,41497,1.4T SE,20140
2012,Ford,Fusion,103756,SEL,13990
2018,Nissan,Altima,23793,2.5 S,21990
2017,BMW,X5,33135,sDrive35i,38990
2011,Volkswagen,Jetta,98970,SE,12990
2021,Hyundai,Sonata Hybrid,15464,SEL,33990
2013,Toyota,Sienna,83626,XLE,23590
2019,Honda,Accord,41286,LX,26990
2018,Ford,EcoSport,34598,SES,21590
2018,Ford,Focus,38530,SE,17990
2015,Volkswagen,Jetta,78170,2.0L S,14990
2017,Chevrolet,Cruze,47077,LS,17590
2019,Dodge,Durango,50068,GT Plus,33990
2013,Chevrolet,Impala,99312,LT,12990
2013,Honda,CR-V,81353,EX,17590
2016,Volkswagen,Jetta,33670,1.4T S,17990
2015,Dodge,Dart,50002,SXT,15990
2016,Chevrolet,Colorado Crew Cab,38666,Work Truck 6 ft,28990
2013,Dodge,Durango,90403,SXT,18590
2015,Chevrolet,Equinox,87004,LT,16990
2014,Audi,S5,44023,Prestige,31990
2020,Chevrolet,Blazer,18366,RS,39990
2013,Chevrolet,Equinox,79127,LT,15990
2012,Nissan,Altima,45761,2.5 S,14990
2018,Chevrolet,Malibu,70750,LT,19590
2020,Ford,Edge,44332,SEL,26590
2019,Ford,Expedition,15831,Limited,58990
2018,Alfa Romeo,Giulia,49784,base,26990
2020,Buick,Encore,50402,Essence,20303
